"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"AG01"	"AG01_01"	"AG01_02"	"AG01_03"	"AG01_04"	"AG01_05"	"AG01_06"	"AG01_07"	"AG01_07a"	"AG02_01"	"AG03_01"	"AG03_02"	"AG03_03"	"AG03_04"	"AG03_05"	"AG03_06"	"AG03_07"	"AG03_08"	"AG03_09"	"AG03_10"	"AG03_11"	"AG04_01"	"AG05_01"	"AG05_02"	"AG05_03"	"AG05_04"	"AG05_05"	"AG05_06"	"AG05_07"	"AG05_08"	"AG05_09"	"AG05_10"	"AG05_11"	"AG05_12"	"AG05_13"	"AG05_14"	"AG05_15"	"AG05_16"	"AG05_17"	"AG05_18"	"AG06_01"	"AG06_02"	"AG06_03"	"AG06_04"	"AG06_05"	"AG06_06"	"AG06_07"	"AG06_08"	"AG06_09"	"AG06_10"	"AG06_11"	"AG06_12"	"AG08_01"	"AG10_01"	"AG10_02"	"CO01_01"	"CO01_02"	"CO01_03"	"CO02_01"	"CO02_02"	"CO02_03"	"CO03_01"	"CO03_02"	"CO03_03"	"CO03_04"	"CO03_05"	"CO03_06"	"CO03_07"	"CO03_08"	"CO04_01"	"CO04_02"	"CO04_03"	"CO04_04"	"CO04_05"	"CO04_06"	"CO04_07"	"CO04_08"	"CO05_01"	"CO05_02"	"CO05_03"	"CO05_04"	"CO05_05"	"CO05_06"	"CO05_07"	"CO05_08"	"CO06_01"	"CO07_01"	"CO08_01"	"CO11_01"	"CO11_02"	"GI01_01"	"GI01_02"	"GI01_03"	"GI01_04"	"GI01_05"	"GI01_07"	"GI01_08"	"GI01_09"	"GI02_01"	"GS01_01"	"GS01_02"	"GS01_03"	"GS01_04"	"GS01_05"	"GS01_06"	"GS01_07"	"GS02_01"	"GS02_02"	"GS02_03"	"RWA_01"	"RWA_02"	"RWA_03"	"SDO_01"	"SDO_02"	"SDO_03"	"SX_01"	"SX_02"	"SX_03"	"SX_04"	"SX_05"	"SX_06"	"TX_01"	"TX_02"	"TX_03"	"TX_04"	"TX_05"	"TX_06"	"TX_07"	"TX_08"	"SD01"	"SD01_01"	"SD01_02"	"SD01_03"	"SD01_04"	"SD01_05"	"SD02"	"SD03"	"SD04"	"SD04_04"	"SD05"	"SD06"	"SD06_10"	"SD07"	"SD08_01"	"SD09"	"SD10_01"	"SD11"	"SD12_01"	"SD14"	"SD15"	"SN01_01"	"SN01_02"	"SN01_03"	"SN01_04"	"SN01_05"	"SN01_06"	"SN01_07"	"SN01_08"	"SN01_09"	"SN02_01"	"SN02_02"	"SN02_03"	"SN02_04"	"SN02_05"	"SN02_06"	"SN02_07"	"SN02_08"	"SN02_09"	"SN04_01"	"SO01_01"	"XX03"	"XX12"	"XX19"	"XX21"	"TIME002"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME021"	"TIME022"	"TIME024"	"TIME026"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"
1106			"base"	"interview"	2024-03-21 09:49:18	1	F	T	F	F	F	F	F		"Sehr geehrte Frau oder sehr geehrter Herr Hausach,"	1	2	1	4	1	1	2	1	2	1	5	26	5	3	3	5	3	1	1	5	5	5	5	4	1	3	1	5	1	1	1	1	1	1	1	1	1	1	4	1	1	1				2	3	3	1	1	1	4	3	3	2	1	1	1	2	3	3	3	1	2	1	1	1	1	1	1	1	1	1	1	1				3	1	3	3		3		5	3	1		5	5	4	5	3	4	5	2	2	4	1	1	5	1	1	3	1	1	1	1	1	1	1	1	1	5	5	5	1	2	1	T	F	F	F	F	1	9	1		4	8				1	"Infernum - interdisziplinäres Fernstudium der Umweltwissenschaften"		8	1	2	12	12	95	16	79	6	4	11	3	10	11	85	7	88	8	12	6	4			2	1	1	1		7	6	8	6	43	89	89	26	29	79	106	107	109	11	61	74	25		11		7	893		2024-03-21 10:04:12	T	F	26	26	5	1	1.15
1107			"base"	"interview"	2024-03-21 09:49:53	4	T	T	F	F	T	F	T	"Studentchen"	"Guten Tag A. Hausach,"	3	3	3	3	3	3	3	3	3	3	3	52	5	3	2	4	2	1	3	4	4	3	2	3	2	2	1	2	1	1	2	2	2	1	2	2	2	2	-1	2	-1	-1	"Die Sprache ist nur ein einfaches Mittel, um Geschlechtergerechtigkeit vorzutäuschen, denn an den tatsächlichen Unterschieden in der Behandlung (bspw. gleiche Arbeit gleiche Bezahlung) ändert sich dadurch nichts. Es wird meiner Meinung nach derzeit nur von den eigentlichen Problemen medial abgelenkt, anstatt sich auf die wahren Probleme zu stürzen, da sprach nunmal kostenlos zur Verfügung steht."			4	1	1	1	1	1	4	1	1	1	1	5	1	1																				3	2	4	5		5		4	5	2		4	4	5	5	4	5	5	1	1	3	2	1	5	3	3	4	1	1	1	1	2	1	1	1	3	5	5	5	3	5	1	T	F	F	F	F	4	4	2		2	8				3	"Wirtschaftsinformatik "		5	1	2	31	47	80	52	79	78	60	39	46	42	32	77	52	70	75	52	30	25			2	1	1	1		12	4	3	23	62	168	224	36	28	31	118	441	171	13	42	29	55		19		2	1481		2024-03-21 10:14:34	T	F	26	26	4	1	1.15
1108			"base"	"interview"	2024-03-21 09:50:16	2	F	T	T	F	F	F	F		"Guten Tag A. Hausach oder Sehr geehrte*r A. Hausach"	5	5	5	5	5	5	5	5	5	5	5	101	1	1	2	1	1	1	1	3	1	1	1	5	5	5	4	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5				2	1	4	1	1	1	2	1	1	2	1	1	1	1									3	4	1	2	1	1	1	1				2	1	5	5		5		4	4	4		3	4	5	4	3	4	4	1	1	2	1	1	5	4	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1	2	1	T	F	F	F	F	6	6	1		2	7			"Zur Frage mit den biologischen Geschlechtern: Rein biologisch (ohne die Geschlechtsidentität an sich zu berücksichtigen) gibt es am häufigsten nur 2 biologische Geschlechter. Dennoch werden manchmal Menschen auch mit beiden häufigsten Geschlechtsmerkmalen gleichzeitig geboren. Demnach gibt es auch biologisch (wenn auch seltener) durchaus mehr als 2 Geschlechter. Das sollte bzgl. der Antwort bei dieser Frage berücksichigt werden."	1	"Politikwissenschaft, Verwaltungswissenschaft, Soziologie"		4	1	2	70	43	43	37	70	49	37	44	86	80	38	51	47	68	31	34	50	92			2	1	1	1		5	3	4	4	32	74	63	52	30	56	149	100	128	5	30	32	49		173		2	834		2024-03-21 10:06:47	T	F	26	26	4	1	1.47
1109			"base"	"interview"	2024-03-21 09:50:16	1	F	F	T	F	F	F	F		"Hallo! "	2	2	2	2	2	2	2	1	2	2	2	13	1	5	2	5	3	1	1	5	5	5	5	1	1	1	4	5	5	3	1	3	1	4	2	1	1	3	2	1	3	1				5	2	3	1	1	1	7	4	3	6	1	4	4	1	3	3	1	2	1	1	1	1	4	3	1	4	1	2	1	1	"Signal/Telegram/Zoom"			6	1	5	5		5		4	4	2	"Musiker"	5	4	5	5	5	5	5	3	3	3	2	5	5	2	1	3	3	2	1	1	3	2	1	1	1	5	5	5	1	1	1	T	F	F	F	F	1	1	1		4	8				2	"Psychologie"		2	1	2	21	41	78	68	92	68	64	86	56	31	16	62	49	75	49	79	59	53	"Arbeitsstelle"		2	1	1	1		31	9	9	6	46	34	126	32	43	169	149	110	151	5	35	23	51		33		3	1065		2024-03-21 10:08:01	T	F	26	26	3	0	1.15
1112			"base"	"interview"	2024-03-21 09:55:18	1	F	T	F	F	F	F	F		"Sehr geehrte/r Frau/Herr Hausach,"	5	5	1	5	5	5	3	5	5	5	5	101	3	1	5	3	1	1	3	1	1	1	5	5	5	1	5	1	1	5	5	3	3	2	-1	4	2	-1	4	-1	5	5	"Die Abkehr von der rein männlichen Bezeichnung fällt mir schwehr aber, ich schätze die Genauigkeit der geschlechtergerechte Bezeichnung und deshalb versuche ich diese Sprache zu benutzen und verteidige diese Position gegenüber meinen Kritikern. Die Akzeptanz der rein männlichen Bezeichnung in Büchern, Texten.... ist jedoch da, weil die Lesbarkeit bei ausführlicher Nennung der Geschlechter sehr ermüdend und immer noch ungewohnt ist. Solange keine Interaktion mir anderen Personen stattfindet, blende ich die geschlechtergerechte Sprachbenutzung aus."			5	2	3	2	1	1	1	4	2	5	4	6	1	1	1	2	2	1	2	1	1	1	4	3	2	3	1	1	1	1				1	1	2	5		5		4	5	3	"Freizeitverein"	5	5	5	5	5	5	5	1	1	2	3	1	5	3	1	5	1	1	1	1	1	1	1	1	1	3	5	5	3	3	1	T	F	F	F	F	2	2	1		5	5				1	"PVS"		2	1	2	11	11	70	32	86	33	22	10	7	29	14	76	19	79	23	20	18	9			2	1	1	1		9	6	23	622	129	140	177	56	83	191	172	720	209	16	37	23	28		10		10	2048		2024-03-21 10:39:39	T	F	26	26	4	0	0.73
1113			"base"	"interview"	2024-03-21 09:58:26	2	F	T	F	F	F	F	T	"Student:innen"	"Sehr geehrte:r/Hallo/Guten Tag A. Hausach"	5	5	5	5	5	5	5	5	5	5	5	101	1	1	1	1	1	1	1	1	1	1	1	5	5	5	4	1	1	5	4	5	5	5	5	5	5	4	5	-1	5	-1				6	3	4	4	2	2	6	3	1	5	1	6	6	1	3	3	1	1	1	1	1	1	6	4	1	4	3	1	1	1				1	1	5	4		5		4	5	3		4	3	3	3	3	3	3	3	3	2	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1	T	F	F	F	F	3	3	1		2	8				2	"Psychologie "		5	1	2	31	21	21	41	81	71	61	51	81	61	26	31	36	41	61	41	61	61			2	1	1	1		9	5	7	7	80	145	118	43	62	254	934	137	159	12	63	32	34		13		3	1329		2024-03-21 10:33:43	T	F	26	26	5	1	0.92
1114			"base"	"interview"	2024-03-21 09:59:17	1	F	T	F	F	F	F	F		"Hallo A.Hausach"	5	5	4	5	5	5	4	4	5	4	5	100	1	1	3	1	1	1	2	1	1	1	1	4	5	4	5	1	1	5	3	5	4	5	4	4	4	4	5	4	-1	3				6	3	4	4	2	2	4	4	6	5	3	4	6	1	3	3	2	3	3	2	1	1	3	2	2	2	1	1	2	1				4	2	3	5		5		5	3	2		5	3	5	5	5	5	4	1	1	1	1	1	4	1	1	2	3	1	3	2	1	3	1	1	1	5	4	5	1	1	1	T	F	F	F	F	4	4	1		4	8				2	"Psychologie"		4	1	2	38	25	82	65	93	65	62	85	46	42	38	80	56	73	55	53	81	42			2	1	1	1		10	9	6	23	52	76	107	45	68	212	120	125	185	16	65	31	67		27		14	1258		2024-03-21 10:20:15	T	F	26	26	5	1	0.8
1116			"base"	"interview"	2024-03-21 10:02:34	2	F	T	T	F	F	F	F		"Sehr geehrte*r A. Hausach...
oder
Guten Tag, A. Hausach..."	5	5	5	5	5	5	5	5	5	5	5	101	1	1	1	1	1	1	1	1	1	1	1	5	4	5	3	1	1	5	4	5	5	5	5	5	5	5	5	5	5	-1				6	3	3	4	2	2	3	1	1	4	4	1	7	1	2	3	1	1	3	1	1	1	3	3	1	4	2	1	1	1				3	2	3	5		5		5	3	3		5	3	3	5	4	5	5	3	3	3	1	1	5	1	1	2	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1	T	F	F	F	F	3	3	1		4	7				5	"Bachelor of Laws"		6	1	2	81	49	76	50	61	29	66	76	84	66	60	54	60	54	33	67	90	94			2	1	1	1		14	5	12	13	99	124	124	56	49	106	194	84	118	10	39	31	33		11		28	1150		2024-03-21 10:21:44	T	F	26	26	5	1	0.89
1118			"base"	"interview"	2024-03-21 10:03:56	2	T	T	F	F	F	F	F		"Guten Tag A. Hausach, ..."	3	3	2	4	3	2	3	2	3	2	4	41	4	4	5	5	3	1	1	5	5	5	4	3	2	2	4	5	5	5	1	3	2	1	1	1	3	1	1	1	1	1				6	1	2	1	1	1	2	2	6	4	2	6	7	4									1	1	1	1	1	1	1	1				4	1	3	3		5		3	5	1		5	5	5	5	5	5	5	4	3	3	1	1	5	1	4	1	4	1	1	1	3	1	1	1	1	1	5	5	2	1	1	T	F	F	F	F	8	8	1		3	10	"Akademisches Diplom"		"Nein"	5	"Rechtswissenschaft"		0	1	2	1	41	91	21	91	51	31	31	81	1	24	53	30	30	30	11	21	61			2	1	1	1		19	4	15	10	96	72	141	30	38	70	199	151	163	3	83	49	38		48		3	1232		2024-03-21 10:24:28	T	F	26	26	4	1	1.02
1120			"base"	"interview"	2024-03-21 10:06:19	4	T	T	F	T	T	F	F		""" Guten Tag"" in so einem Fall würde ich eine Anrede einfach weglassen und mit einer neutralen Begrüßung beginnen"	1	1	1	1	2	2	1	1	1	1	2	1	5	4	5	4	4	1	4	5	5	4	5	2	1	1	3	1	1	2	1	2	2	2	1	1	1	2	2	1	1	1				1	1	1	1	1	1																												4	3	2	5		2		4	1	3		5	3	5	4	5	5	3	2	2	3	2	3	4	4	3	4	5	2	3	2	1	2	1	1	5	5	4	5	3	5	1	T	F	F	F	F	2	2	2		2	8			"Vielen Dank für die Umfrage und Viel Erfolg bei der Auswertung! Eine wichtige Sache: Ich habe unter dem Strich das Gefühl, dass ich meine persönlichen Vorstellung und Eindrücke nicht ganz so gut abbilden konnte. Ich würde niemals gegenüber einer Person, die sich als trans identifizieren mein Verhalten ändern. Wir leben in einem freien Land, was verfassungsgemäß die Selbstverwirklichung liebt - und dazu stehe ich. Ich halte jedoch Abstand von geschlechtersensiblen (oder ähnliche Formulierungen), weil es a) trotz der Existenz von trans, inter, binären Personen nicht die Gesellschaft abbildet. Der große Teil der Deutschen Gesellschaft ist durch Formulierungen mit * oder Ähnlichem nicht mehr angesprochen, als ohne. B) Sprache darf und muss sich verändern - Sprache muss aber durch Menschen geformt werden und nicht Menschen durch Sprache. Politisch erleben wir das aber immer wieder, dass erfundene Formulierungen mit * o.Ä., die keiner Auffassung von Rechtschreibung entsprechen, als die Wahrheit bzw. echte Sprache von wenigen, lauten gepredigt werden. Die Realität sieht aber anders aus. Wir haben bereits in Deutschland Fälle erlebt, wo in Abschlussarbeiten an Universitäten Abzüge wegen Nicht-Gendern Punkte abgezogen wurden - Neutral gesprochen heißt das, dass wegen der richtigen Sprache Punkte abgezogen wurden.

Eine weitere Anmerkung: Es macht einen riesen Unterschied im Vergleich Studenten - Studierende, Professoren - Professor*innen.
Eine Form wie Studierende existiert durch Nominalisierung des Verbs Studieren. Ein Wort mit * ist eine Erfindung."	3	"Wirtschaftswissenschaften für Ingenieure"		3	1	2	2	4	39	5	33	18	12	12	3	3	5	83	84	87	61	63	4	6			2	1	1	1		2	3	3	6	49	979	115	28	16		106	85	140	6	19	19	14		489		4	722		2024-03-21 10:41:02	T	F	26	26	3	1	1.56
1122			"base"	"interview"	2024-03-21 10:07:07	4	F	T	T	F	T	T	F		"Guten Tag A. Hausach"	5	5	5	5	5	5	5	5	5	5	5	96	2	1	2	1	1	1	1	2	1	1	1	5	5	5	2	1	1	5	4	5	5	5	4	4	4	5	5	5	4	4	"Unser Denken beeinflusst unser Handeln. Wenn wir geschlechtergerechte Sprache verwenden, verändert sich auch das Denken und das ist ein wichtiger Schritt zu mehr Gerechtigkeit in unserer Gesellschaft."			4	2	3	1	1	2	4	2	2	3	2	5	5	2	1	1	1	1	1	1	1	1	3	3	1	3	1	1	1	1				3	1	1	2		3		1	3	1	"Journalisten"	5	5	5	5	5	5	5	1	1	1	1	1	5	1	3	2	3	1	2	1	1	1	1	1	1	5	5	5	1	1	1	T	F	F	F	F	3	3	1		3	7			"Danke für diese Umfrage und dass das Thema gesehen wird."	3	"BWL"		5	1	2	96	35	46	50	70	49	51	80	87	101	57	69	61	67	74	63	88	88		"In Bayern wird ab 1. April ""Gendersprache verboten"". Ein Unding und riesiger Rückschritt. Ich bin Bayerin und finde das furchtbar. Institutionen wie die FernUniversität und auch andere Bildungseinrichtungen sollten solchen Regelungen forsch entgegentreten und vor allem auch die breite Bevölkerung aufklären, warum es wichtig ist auch in der Sprache alle Geschlechter zu berücksichtigen. 
Das kann auch unter anderem über Vorschläge wie man gut und inklusiv gendern kann. Tipps und Tricks sozusagen. Es gibt solche Webseiten schon, die zum Beispiel Journalist:innen als Zielgruppe haben https://www.genderleicht.de/ . Ich würde mir aber wünschen, dass es so etwas auch sehr niederschwellig für die Breite gibt."	2	1	1	1		6	7	5	5	292	54	107	19	382	13830	76	137	180	246	29	11	17		22		6	1117		2024-03-21 14:24:18	T	F	26	26	3	0	1.16
1123			"base"	"interview"	2024-03-21 10:07:45	1	F	F	F	F	T	F	F		"sehr geehrte frau/herr hausach"	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1	5	2	1	5	5	5	5	5	1	1	1	5	5	1	5	1	1	1	1	1	1	1	1	1	1	1	1	"Freiheit:  Menschen zu zwingen ein bestimmtes Sprachmuster zu benutzen schrenkt deren freiheit ein. freiheit die das Grundgesetzt garantiert.

Religiöse Freiheit: Islam, Juden- und Christentum  teilen Menschen in 2 Biologische Geschlechter auf. Geschlechtergerechte Sprache stellt über religiöse schriften...."			2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1				1	1	5	5		5		1	5	1	"religiöse christlich"	3	3	3	3	3	3	3				2	5	5	1	1	1	1	1	1	3	3	3	1	1	4	5	5	5	4	5	1	T	F	F	F	F	8	9	2		4	8								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		"Ich finde es wichtig das alle Menschen nach ihrem Gewissen handeln können also die Freiheit haben jedes Sprachmuster zu benutzen  was gerade das richtige ist. Natürlich in beide Richtungen.
Jede Universität steht für mich für Freiheit zum selber denken!   (ausprobieren auch fehler machen und daraus lernen oder auch nicht)"	2	1				12	18	29	10	163	137	84	30	27	59	95	895	227	478	54							1095		2024-03-21 10:46:23	F	F	18	18	3	0	0.79
1125			"base"	"interview"	2024-03-21 10:07:51	2	T	F	F	F	F	F	T	"Bitte nicht gendern! Vor allem kein Punktabzug wenn man sich dagegen entscheidet!!"	"Guten Tag , "	1	1	1	1	1	1	1	1	1	1	1	1	5	5	3	5	5	1	5	1	5	3	5	1	1	1	4	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	"Wieso nennt ihr es geschlechtsgerechte Sprache? Impliziert ja schon dass das die ""richtige"" Form sei. Is das andere nicht gerecht? Wer kommt drauf dass Frauen nicht impliziert sind, nur weil die deutsche Sprache oft das maskulin verwendet? Es ist gerecht, wenn die deutsche Sprache so genutzt wird , wie sie gedacht und geformt wurde und nicht wie sie Jemd aufdrücken will. Sprache verändert sich automatisch, nicht durch Dogma "			6	1	3	3	1	3	4	1	1	3	1	1	3	1									3	3	1	3	1	1	1	1				1	6	3	5		2		4	3	4		5	3	5	5	5	5	5	4	4	4	1	3	4	5	1	4	3	3	4	1	5	4	2	2	5	3	5	4	4	5	1	T	F	F	F	F	10	10	1		3	8				1			2	1	2	15	18	101	77	101	34	83	68	33	50	22	101	75	101	26	73	42	18		"Kein Punktabzug bei Verwendung der normalen deutschen Grammatik und Sprache "	2	1	1	1		4	4	4	4	29	58	45	16	27	36	97	242	110	27	25	14	13		26		3	784		2024-03-21 10:20:55	T	F	26	26	4	1	1.72
1126			"base"	"interview"	2024-03-21 10:08:58	2	T	F	F	F	T	F	F		"Sehr geehrte Damen und Herren"	1	1	2	1	1	1	1	1	1	1	2	32	5	4	5	5	5	1	4	5	5	5	5	1	2	1	5	5	1	3	1	2	1	1	1	1	1	1	1	1	1	1				3	3	3	1	1	1	4	1	3	3	1	1	1	1	1	3	1	1	3	1	1	1	4	3	1	3	1	1	1	1				2	1	3	5		4		5	2	3		4	4	5	5	3	4	4	1	3	1	2	4	4	3	2	5	3	4	3	1	1	1	1	1	4	3	4	5	5	4	1	T	F	F	F	F	7	7	2		2	8				1	"Politikwissenschaft - Regieren und Partizipation"		1	1	2	5	14	77	82	82	77	90	8	47	2	13	54	68	64	57	73	20	39			2	1	1	1		2	3	5	4	32	58	117	38	19	56	90	57	86	3	23	67	25		8		6	699		2024-03-21 10:20:37	T	F	26	26	5	1	1.71
1127			"base"	"interview"	2024-03-21 10:09:18	1	F	T	F	F	F	F	F		"Sehr geehrte Damen und Herren,"	2	2	2	2	2	2	2	2	2	2	2	16	4	4	5	5	4	1	5	5	5	5	5	1	4	3	5	5	5	3	1	3	2	2	2	2	1	1	3	2	1	-1	"Schubladendenken der Anderen"			4	3	3	1	1	1	3	2	3	3	1	2	2	2	1	4	1	1	3	1	1	1	4	3	3	3	1	1	1	1				1	1	3	3		2		2	2	3	"Beamte"	4	3	2	5	3	4	2	3	3	3	1	3	4	3	1	4	5	1	5	1	2	3	1	1	5	3	5	4	3	5	1	T	F	F	F	F	1	8	1		3	5				1	"Bildungswissenschaften"		1	2	3	1	26	79	24	79	20	101	4	7	91	28	78	26	79	7	28	9	6	"Öffentliche Verwaltung"	"Multikulturelle Studierenden müssen einbezogen werden, durch den Sprachgebrauch bekommen sie immer Kritik bei der Ausführung der HÜs, doch diese Menschen beherrschen meistens noch viele andere Sprachen und haben ein größeres Potenzial dadurch, jedoch können Sie es nicht zum Ausdruck bringen und das gibt ihnen null Zussatzpunkte! In den ersten 4 Semestern darf man meiner Meinung nach den Sprachgebrauch nicht bewerten. Ab dem 4.Semester dann voll und ganz.
"	2	1	1	1		22	34	60	24	93	114	156	87	67	131	270	261	281	393	78	40	75		22		9	1754		2024-03-21 10:46:15	T	F	26	26	3	0	0.51
1128		"3463"	"base"	"interview"	2024-03-21 10:09:20	3	F	T	T	F	T	F	F		"Hallo Frau/Herr Hausach, Hallo Herr oder Frau Hausach, Liebe(r) A. Hausach, ..."	5	5	3	5	5	5	5	5	5	5	5	101	2	1	2	2	1	1	1	1	1	1	1	5	5	3	3	1	1	5	4	4	4	4	4	4	4	4	4	-1	-1	-1	"Mein persönlicher Einsatz mich um eine geschlechtergerechte Sprache zu bemühen, wird nicht selten als Wertschätzung, als bewusste Zuwendung und als Interesse wahrgenommen.
In vielen gesellschaftlichen Bereichen legt Geschlecht ""ungerecht"" fest, Sprache ist hier ein Anfang notwendiger Veränderungen.
Ich nehme sprachliche Gegenströmungen wahr: Frauen nennen andere Frauen ""Bitch"". (Wer meint hier wen? Ist geschlechterungerechte Sprache vielleicht eine Form der Anbiederung?
Die Vielfalt der Pronomen hemmt allerdings wahrnehmbar (m)eine flüssige Satzbildung. 
Manche geschlechterungerechte Aussage - auch in den Medien, auch in wissenschaftl. Texten ... - befremdet mich nachhaltig (""Krankenhausleitung: unsere Krankenpfleger unterstützen Sie..."")"			4	3	4	2	3	1	3	3	1	4	3	1	4	1	3	3	1	3	1	1	1	1	4	4	1	4	1	1	4	1				2	1	4	5		5		3	4	3	"Menschen mit chronischen Erkrankungen oder Einschränkungen, Menschen im Alter von über 55 Jahren, Menschen, die sich trauen Fragen zu stellen"	5	4	5	5	5	5	5	1	1	3	1	3	3	1	1	3	1	3	1	1	1	1	1	1	3	3	3	5	1	3	1	T	F	F	F	F	1	1	1		6	8			"""schwer ist leicht was"" "	2	"Bc. Psychologie"		25	1	2	55	43	94	62	99	83	89	36	61	50	47	95	92	100	66	96	50	50	"Journalistinnen und Journalisten, Ärztinnen und Ärzte, Menschen die mit Menschen arbeiten"	" - wie geht Gruppe: Lerngruppe?
- wie gelingt Austausch über Studieninhalte, gegenseitige Unterstüzung...?
- wie finden sich ""Gleichgesinnte""?
- woran erkenne ich, dass meine ""Lerngruppe"" funktioniert, echt ist, verbindlich ist?
- wie kann es Mitarbeitenden der Fernuni gelingen, im (virtuellen) Gegenüber den Eindruck ""persönlich gemeint"" zu sein zu erzeugen?
- wie kann es Mitarbeitenden der Fernuni gelingen, dass Bewusstsein der ""Begegnungsmasse"" hinten anzustellen und der Vorstellung vom einzelnen Menschen als Gegenüber Vorrang zu geben? (Ich bin mir bewusst, das die Zahl der Studierenden hoch ist. Trotzdem..."	2	1	1	1	8		10	26	18	164	174	159	48	72	160	226	1465	241	540	48	92	40		86	16		1738		2024-03-21 11:09:13	T	F	24	24	2	0	0.48
1129			"base"	"interview"	2024-03-21 10:10:20	1	T	F	F	F	F	F	F		"Sehr geehrter Herr / geehrte Frau A. Hausach"	1	1	1	3	1	1	1	1	1	1	3	36	5	5	4	5	3	1	3	5	5	4	5	3	1	1	1	5	4	1	1	5	4	5	4	4	1	3	4	1	-1	1	"Sprache sollte sich natürlich entwickeln und verändern und nicht durch auferlegte Normen, die man bestimmt, was jetzt wie richtig angesprochen wird. Es kann im offenen Austausch geschehen und dann so richtig auf die Personen eigegangen werden. "			4	2	3	3	1	1	4	1	2	4	2	5	5	3	3	3	1	3	1	1	1	1	5	1	1	2	1	1	1	1				2	2	2	3		4		4	4	1		4	4	4	4	4	4	4	1	3	2	1	1	5	3	2	4	4	4	4	1	2	3	1	1	2	4	5	5	3	4	1	T	F	F	F	F	4	9	1		3	7				2	"Psychologie"		4	2	2	36	68	95	72	97	80	72	53	51	46	49	97	83	98	70	75	56	59			2	1	1	1		6	4	4	13	42	121	109	26	33	83	99	186	4226	15	45	26	30		10		3	1002		2024-03-21 11:35:01	T	F	26	26	5	1	1.17
1130		"11008"	"base"	"interview"	2024-03-21 10:10:33	1	F	F	F	F	F	T	F		"Sehr geehrte Frau oder sehr geehrter Herr "	5	5	4	5	5	5	4	5	5	4	5	92	1	1	1	1	1	1	1	1	1	1	1	5	5	1	4	1	1	4	4	4	4	4	4	4	3	3	4	3	3	3				5	3	3	2	1	1	4	4	4	4	3	4	4	3	6	2	1	4	1	1	2	4	2	2	1	4	1	1	1	2				4	1	4	5		5		4	4	3	"DRK"	5	4	4	4	5	5	5	4	4	3	1	3	5	4	2	3	3	1	2	1	3	2	1	1	1	5	5	5	1	1	1	T	F	F	F	F	2	2	1		6	8				2	"Psychologie Bachelor "		1	1	2	85	61	91	83	91	89	86	86	71	71	66	93	87	96	82	82	82	71	"Gleichstellungsbeauftragte "		2	1	1	1	11		9	9	7	96	142	187	51	60	160	295	183	312	10	38	40	45		13	4		1672		2024-03-21 10:38:25	T	F	24	24	4	0	0.75
1131			"base"	"interview"	2024-03-21 10:11:47	2	T	T	F	F	F	F	F		"Sehr geehrte Damen und Herren, 
..."	1	1	1	3	3	1	1	1	1	1	3	1	5	5	2	5	3	1	3	5	4	4	5	1	1	2	4	5	4	1	1	1	1	1	1	1	1	1	1	1	1	1	"Aus Sorge vor schlechterer Benotung durch die Fernuni nutze ich geschlechtergerechte Sprache in Hausarbeiten."			3	1	3	4	1	3	4	1	3	3	1	5	4	3									3	2	1	3	1	1	1	1				3	1	5	4		5		3	3	2	"Psychisch Kranke "	4	3	4	4	2	4	4	4	4	1	2	3	3	2	2	3	3	2	2	1	1	1	1	1	2	3	5	5	3	4	1	T	F	F	F	F	3	9	1		2	8			"Endlich werden wir zu dem Thema auch mal befragt."	2	"Psychologie Msc"		4	1	2	58	20	80	30	99	51	29	79	74	88	17	81	29	85	36	28	75	77		"Mit der Forderung, dass Studierende geschlechtergerechte Sprache benutzen müssen (sonst droht Punktabzug), werden diejenigen Studenten ausgeschlossen, die sich in ihrem Geschlecht unwohl fühlen, evt negative Erfahrungen mit Identität oder Übergriffen gemacht haben und dann von der Uni gezwungen werden, sich bei jeder Hausarbeit in jedem Satz mit dem Thema Geschlecht auseinanderzusetzen, auch wenn das Thema der Hausarbeit nichts damit zu tun hat. "	2	1	1	1		8	7	5	6	34	49	44	28	28	53	84	146	131	212	41	18	15		29		3	741		2024-03-21 10:27:28	T	F	26	26	2	0	1.39
